Gene_ID	Control_1	Control_2	Control_3	Control_4	PDX_1	PDX_2	PDX_3	PDX_4
ENSMUSG00000092397	0.000000	0.228980	0.165281	0.939449	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092399	0.000000	0.000000	0.152117	0.000000	0.000000	0.149840	0.200857	0.244035
ENSMUSG00000092401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092402	0.136588	0.000000	0.000000	0.047670	0.000000	0.000000	0.0	0.000000
ENSMUSG00000092404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092406	0.000000	0.000000	0.000000	0.067281	0.383253	0.000000	0.154218	0.104062
ENSMUSG00000092408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092409	0.0	0.014662	0.068619	0.018182	0.0	0.0	0.086090	0.0
ENSMUSG00000092410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092412	0.302661	0.750626	0.228566	0.335381	0.000000	0.327284	0.000000	0.363938
ENSMUSG00000092413	0.0	0.0	0.0	0.0	0.000000	0.0	0.162232	0.0
ENSMUSG00000092414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092415	0.000000	0.095620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092416	1.837433	1.512350	1.324438	2.011856	1.259470	1.735576	1.600653	1.229731
ENSMUSG00000092417	3.131878	2.347210	4.029037	3.095010	2.254251	2.408853	3.079980	4.201231
ENSMUSG00000092418	0.000000	0.000000	0.000000	0.000000	0.081287	0.040410	0.088167	0.000000
ENSMUSG00000092419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092427	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000
ENSMUSG00000092428	1.928112	1.157400	1.424171	1.807574	1.662068	0.922231	1.300322	1.004459
ENSMUSG00000092429	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
ENSMUSG00000092435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092438	0.000000	0.000000	0.550140	0.000000	0.000000	0.330474	0.000000	0.465155
ENSMUSG00000092439	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000
ENSMUSG00000092440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092441	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000
ENSMUSG00000092444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092447	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.067182	0.063221
ENSMUSG00000092448	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0
ENSMUSG00000092450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092452	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000
ENSMUSG00000092454	0.664048	0.651879	0.999009	0.702188	0.744946	0.850577	1.144417	0.677168
ENSMUSG00000092455	0.000000	0.000000	0.000000	0.000000	0.000000	0.607414	0.000000	0.000000
ENSMUSG00000092456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000092458	0.417020	0.339332	0.205816	0.268293	0.173338	0.406145	0.526105	0.089337
ENSMUSG00000092460	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000
ENSMUSG00000092461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092463	0.000000	0.000000	0.000000	0.000000	0.124791	0.000000	0.000000	0.000000
ENSMUSG00000092464	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000092465	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0
ENSMUSG00000092466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092469	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.0
ENSMUSG00000092470	0.000000	0.184088	0.180291	0.155489	0.149169	0.145581	0.221573	0.176414
ENSMUSG00000092471	0.166138	0.092296	0.000000	0.156198	0.000000	0.000000	0.000000	0.036630
ENSMUSG00000092472	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0
ENSMUSG00000092473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092480	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0
ENSMUSG00000092482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092483	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0
ENSMUSG00000092485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092490	0.056208	0.026534	0.072380	0.042916	0.000000	0.037010	0.044129	0.000000
ENSMUSG00000092492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092494	0.047011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092495	0.081740	0.364315	0.000000	0.454252	0.136159	0.067657	0.000000	0.000000
ENSMUSG00000092496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092500	0.053833	0.023802	0.079458	0.019119	0.008678	0.016018	0.012806	0.015526
ENSMUSG00000092502	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092505	0.000000	0.087700	0.086354	0.000000	0.155492	0.032753	0.152594	0.293740
ENSMUSG00000092506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092510	0.000000	0.000000	0.132848	0.000000	0.134066	0.141083	0.100258	0.000000
ENSMUSG00000092511	0.075608	1.766045	0.000000	0.000000	0.022267	0.000000	0.131898	0.000000
ENSMUSG00000092512	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000
ENSMUSG00000092513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092515	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0
ENSMUSG00000092516	0.000000	0.000000	0.000000	0.085143	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092517	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000092518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092519	0.0	0.059075	0.058441	0.0	0.0	0.0	0.058921	0.030923
ENSMUSG00000092520	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092523	0.000000	0.088535	0.030984	0.070690	0.049286	0.066984	0.090426	0.047193
ENSMUSG00000092524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092525	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092526	0.498280	0.203675	0.392980	0.274032	0.000000	0.318461	0.260533	0.344525
ENSMUSG00000092528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092539	0.092454	0.000000	0.000000	0.000000	0.000000	0.000000	0.071813	0.000000
ENSMUSG00000092540	0.123747	0.464898	0.369992	0.382053	0.284320	0.389985	0.516229	0.568993
ENSMUSG00000092541	0.000000	0.000000	0.070640	0.000000	0.000000	0.000000	0.000000	0.228804
ENSMUSG00000092542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092544	0.000000	0.000000	0.302032	2.686421	0.000000	2.348240	0.000000	0.000000
ENSMUSG00000092545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034212
ENSMUSG00000092550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092552	0.000000	0.0	0.0	0.0	0.0	0.0	0.109175	0.0
ENSMUSG00000092553	0.000000	0.072062	0.016513	0.000000	0.000000	0.000000	0.073555	0.150026
ENSMUSG00000092554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092556	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092557	0.105018	0.104978	0.124102	0.197140	0.147713	0.060867	0.085279	0.022056
ENSMUSG00000092558	4.060928	3.959711	4.101603	3.888049	5.588146	4.021253	3.088770	4.081433
ENSMUSG00000092559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092560	0.606999	0.722778	0.754121	0.796652	0.648715	0.675230	0.689335	0.593017
ENSMUSG00000092561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092563	0.020068	0.353505	0.546761	0.287581	0.049473	0.036640	0.071901	0.039409
ENSMUSG00000092564	0.964177	0.573029	0.636367	1.389374	0.289316	1.103483	1.023855	0.994497
ENSMUSG00000092565	0.147074	0.283060	0.000000	0.220156	1.033807	0.112397	0.148686	0.604812
ENSMUSG00000092566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092569	1.085805	1.049905	2.044980	1.586460	1.265967	1.490403	1.797057	1.828495
ENSMUSG00000092570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092571	0.241877	0.770562	0.000000	0.285704	0.000000	0.000000	0.000000	0.539031
ENSMUSG00000092572	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0
ENSMUSG00000092573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092574	0.000000	0.018935	0.081127	0.000000	0.000000	0.039040	0.055916	0.0
ENSMUSG00000092575	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000092576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003201	0.000000
ENSMUSG00000092578	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000092579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092581	0.000000	0.000000	0.000000	0.320005	0.000000	0.172008	0.295681	0.000000
ENSMUSG00000092583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092584	0.072072	0.095890	0.042997	0.084523	0.048860	0.067030	0.119943	0.048623
ENSMUSG00000092586	0.741830	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0
ENSMUSG00000092587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092591	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.0
ENSMUSG00000092592	0.000000	0.000000	0.000000	0.000000	0.121053	0.022263	0.044486	0.022957
ENSMUSG00000092593	0.000000	0.366254	0.000000	0.000000	0.000000	0.000000	0.423465	0.000000
ENSMUSG00000092595	2.429146	2.988658	3.033322	3.232802	3.314049	3.262921	3.872913	3.935165
ENSMUSG00000092596	0.263640	0.592993	0.741800	0.685986	0.215849	1.097995	0.747273	0.151033
ENSMUSG00000092597	0.0	0.000000	0.0	0.055496	0.0	0.0	0.000000	0.0
ENSMUSG00000092599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092602	0.0	0.0	0.0	0.0	0.000000	0.0	0.238403	0.0
ENSMUSG00000092603	0.0	0.0	0.203777	0.000000	0.0	0.000000	0.0	0.0
ENSMUSG00000092604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092607	8.614328	9.564987	10.385624	8.509389	11.550076	13.688014	12.681039	10.471873
ENSMUSG00000092608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092610	0.0	0.0	0.0	0.0	0.116513	0.0	0.0	0.0
ENSMUSG00000092611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092612	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092614	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000
ENSMUSG00000092615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092617	0.023398	0.019382	0.000000	0.000000	0.039769	0.008363	0.102574	0.020834
ENSMUSG00000092618	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000092619	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000
ENSMUSG00000092620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092624	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000092625	0.227211	0.313453	0.331963	0.447672	0.251019	0.404002	0.000000	0.633711
ENSMUSG00000092626	0.000000	0.000000	0.000000	0.000000	0.000000	0.062803	0.062793	0.069132
ENSMUSG00000092627	0.000000	0.053539	0.000000	0.055789	0.000000	0.020453	0.000000	0.000000
ENSMUSG00000092629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092638	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000
ENSMUSG00000092639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092644	0.000000	0.000000	0.000000	0.201262	0.000000	0.000000	0.000000	0.900133
ENSMUSG00000092647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092648	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092650	0.000609	0.000864	0.000537	0.000598	0.000716	0.000691	0.000376	0.000418
ENSMUSG00000092652	0.000000	0.582280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092656	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092657	0.053160	0.000000	0.000000	0.000000	0.000000	0.000000	0.166528	0.000000
ENSMUSG00000092659	2.390200	1.689955	4.509984	5.186371	4.832786	1.921784	2.117988	1.454836
ENSMUSG00000092660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092674	0.0	0.0	0.024896	0.0	0.0	0.013770	0.0	0.022504
ENSMUSG00000092675	3.493611	1.466681	3.325027	1.505562	1.296787	0.764677	2.071969	1.722488
ENSMUSG00000092677	0.000000	0.000000	0.000000	0.000000	0.000000	0.331624	0.000000	0.000000
ENSMUSG00000092679	0.276097	0.671879	0.000002	0.438707	0.000016	0.000002	0.000041	0.012377
ENSMUSG00000092680	0.000000	0.416554	0.040397	0.042673	0.000000	0.116446	0.335355	0.427506
ENSMUSG00000092683	0.799638	1.058597	0.374079	0.052481	1.052537	1.076809	1.067485	0.0
ENSMUSG00000092685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060189
ENSMUSG00000092686	0.004716	0.005225	0.003603	0.005511	0.005604	0.006143	0.005305	0.003100
ENSMUSG00000092687	0.000000	0.007181	0.038554	0.008785	0.000000	0.104619	0.006232	0.007234
ENSMUSG00000092693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092695	0.000000	0.111044	0.170966	0.672221	0.024238	0.358084	0.285825	0.894582
ENSMUSG00000092696	0.000000	0.003692	0.002893	0.000052	0.000355	0.000000	0.192679	0.006210
ENSMUSG00000092697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092698	0.000000	0.000000	0.335227	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092701	0.227541	0.110557	0.000000	0.711342	0.000000	0.000000	0.112847	0.061969
ENSMUSG00000092702	0.0	0.0	0.0	0.0	0.0	0.0	0.036519	0.0
ENSMUSG00000092704	0.000000	0.000000	0.000000	0.000000	0.000000	0.387336	0.000000	0.237524
ENSMUSG00000092705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260281
ENSMUSG00000092714	0.000000	0.000000	0.086840	0.000000	0.000000	0.043795	0.000000	0.120618
ENSMUSG00000092715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092723	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0
ENSMUSG00000092724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092727	0.000117	0.000011	0.242184	0.004605	0.310224	0.266160	0.009087	0.272277
ENSMUSG00000092730	0.000000	0.000000	0.008580	0.205877	0.147742	0.000259	0.174923	0.068312
ENSMUSG00000092731	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092734	0.000000	0.000000	0.242201	0.000000	0.000000	0.226955	0.000000	0.000000
ENSMUSG00000092737	0.875448	0.324806	0.000000	0.585089	0.697633	0.754907	0.000000	0.0
ENSMUSG00000092738	0.000000	0.674700	0.000000	0.000000	0.000000	0.000000	0.000000	0.207646
ENSMUSG00000092741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092743	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092745	0.000195	0.001223	0.000540	0.000212	0.004436	0.000695	0.001204	0.000000
ENSMUSG00000092746	15.680936	14.395196	15.000175	14.292190	16.809330	22.078098	17.825548	19.680044
ENSMUSG00000092747	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000092748	0.293975	0.326820	0.344854	1.117540	0.000000	0.260707	0.803504	0.0
ENSMUSG00000092751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092752	0.068994	0.000000	0.000000	0.000000	0.028632	0.000000	0.000000	0.000000
ENSMUSG00000092753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092758	0.358438	0.000000	0.000000	0.348385	0.000000	0.000000	0.563682	0.000000
ENSMUSG00000092759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092760	0.000000	0.172789	0.235613	0.133305	0.000000	0.065847	0.000000	0.152847
ENSMUSG00000092761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092763	0.001306	0.000032	0.001055	0.000671	0.000626	0.000107	0.000000	0.014827
ENSMUSG00000092764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.270774
ENSMUSG00000092765	0.000000	0.000000	0.173130	0.000000	0.000000	0.000000	0.000000	0.928299
ENSMUSG00000092767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092770	0.000000	0.144841	0.650619	0.175580	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092776	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000092777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092781	0.000000	0.267088	0.000000	0.004029	0.042896	0.000000	0.324874	0.000000
ENSMUSG00000092784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092787	0.004257	0.015657	0.034412	0.024651	0.004929	0.006641	0.020727	0.007040
ENSMUSG00000092790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000092793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092795	0.000000	0.000000	0.000000	0.021891	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092796	0.136270	0.0	0.038661	0.040839	0.049144	0.127821	0.057528	0.151303
ENSMUSG00000092799	0.000000	0.000000	0.136383	0.000000	0.127283	0.223463	0.408394	0.189689
ENSMUSG00000092802	0.0	0.323707	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092805	0.104348	0.326035	0.742030	0.116795	0.257831	1.141966	0.298542	0.273388
ENSMUSG00000092806	0.123245	0.0	0.0	0.072477	0.203661	0.084370	0.0	0.075476
ENSMUSG00000092807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000092811	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000092812	0.000517	0.000000	0.000000	0.036463	0.000000	0.000000	0.000000	0.005585
ENSMUSG00000092813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
