ENSMUSG00000001655	0
ENSMUSG00000001656	116
ENSMUSG00000001657	74
ENSMUSG00000001661	50
ENSMUSG00000001663	96
ENSMUSG00000001665	38
ENSMUSG00000001666	131
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	205
ENSMUSG00000001687	2426
ENSMUSG00000001700	113
ENSMUSG00000001707	224
ENSMUSG00000001729	1148
ENSMUSG00000001739	29
ENSMUSG00000001741	56
ENSMUSG00000001750	118
ENSMUSG00000001751	87
ENSMUSG00000001755	151
ENSMUSG00000001761	177
ENSMUSG00000001763	31
ENSMUSG00000001767	419
ENSMUSG00000001768	387
ENSMUSG00000001773	2
ENSMUSG00000001774	1428
ENSMUSG00000001783	681
ENSMUSG00000001785	340
ENSMUSG00000001786	185
ENSMUSG00000001794	1909
ENSMUSG00000001802	341
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	4
ENSMUSG00000001829	917
ENSMUSG00000001833	2182
ENSMUSG00000001844	248
ENSMUSG00000001847	2617
ENSMUSG00000001855	445
ENSMUSG00000001864	106
ENSMUSG00000001865	57
ENSMUSG00000001870	468
ENSMUSG00000001891	13090
ENSMUSG00000001901	0
ENSMUSG00000001909	524
ENSMUSG00000001910	550
ENSMUSG00000001911	8979
ENSMUSG00000001918	582
ENSMUSG00000001924	3069
ENSMUSG00000001930	757
ENSMUSG00000001942	158
ENSMUSG00000001943	33
ENSMUSG00000001946	365
ENSMUSG00000001948	20
ENSMUSG00000001962	273
ENSMUSG00000001964	301
ENSMUSG00000001983	519
ENSMUSG00000001985	9
ENSMUSG00000001986	45
ENSMUSG00000001988	1
ENSMUSG00000001995	292
ENSMUSG00000001998	330
ENSMUSG00000001999	110
ENSMUSG00000002006	14
ENSMUSG00000002007	551
ENSMUSG00000002010	3344
ENSMUSG00000002012	71
ENSMUSG00000002014	396
ENSMUSG00000002015	535
ENSMUSG00000002017	840
ENSMUSG00000002020	14
ENSMUSG00000002028	1298
ENSMUSG00000002031	231
ENSMUSG00000002032	143
ENSMUSG00000002033	0
ENSMUSG00000002043	42
ENSMUSG00000002052	1325
ENSMUSG00000002055	29
ENSMUSG00000002057	0
ENSMUSG00000002058	71
ENSMUSG00000002059	50
ENSMUSG00000002064	469
ENSMUSG00000002068	10
ENSMUSG00000002076	7
ENSMUSG00000002083	21
ENSMUSG00000002100	0
ENSMUSG00000002102	2593
ENSMUSG00000002103	431
ENSMUSG00000002104	295
ENSMUSG00000002105	323
ENSMUSG00000002107	3263
ENSMUSG00000002108	178
ENSMUSG00000002109	36
ENSMUSG00000002111	24
ENSMUSG00000002129	597
ENSMUSG00000002147	361
ENSMUSG00000002190	2
ENSMUSG00000002204	2
ENSMUSG00000002205	249
ENSMUSG00000002210	126
ENSMUSG00000002221	166
ENSMUSG00000002222	6794
ENSMUSG00000002227	43
ENSMUSG00000002228	472
ENSMUSG00000002233	384
ENSMUSG00000002240	0
ENSMUSG00000002249	144
ENSMUSG00000002250	503
ENSMUSG00000002257	19
ENSMUSG00000002265	1438
ENSMUSG00000002266	174
ENSMUSG00000002274	360
ENSMUSG00000002279	163
ENSMUSG00000002280	442
ENSMUSG00000002289	57
ENSMUSG00000002297	14
ENSMUSG00000002307	226
ENSMUSG00000002308	126
ENSMUSG00000002319	283
ENSMUSG00000002320	243
ENSMUSG00000002324	2
ENSMUSG00000002325	164
ENSMUSG00000002326	25
ENSMUSG00000002329	271
ENSMUSG00000002332	287
ENSMUSG00000002341	0
ENSMUSG00000002342	783
ENSMUSG00000002343	113
ENSMUSG00000002345	89
ENSMUSG00000002346	631
ENSMUSG00000002365	624
ENSMUSG00000002372	620
ENSMUSG00000002379	1220
ENSMUSG00000002384	0
ENSMUSG00000002393	175
ENSMUSG00000002395	634
ENSMUSG00000002396	113
ENSMUSG00000002409	1865
ENSMUSG00000002413	466
ENSMUSG00000002416	1146
ENSMUSG00000002428	142
ENSMUSG00000002455	861
ENSMUSG00000002458	45
ENSMUSG00000002459	0
ENSMUSG00000002475	3
ENSMUSG00000002477	173
ENSMUSG00000002486	82
ENSMUSG00000002489	143
ENSMUSG00000002496	1809
ENSMUSG00000002500	7723
ENSMUSG00000002504	540
ENSMUSG00000002524	696
ENSMUSG00000002546	1413
ENSMUSG00000002550	127
ENSMUSG00000002565	13
ENSMUSG00000002578	18
ENSMUSG00000002580	115
ENSMUSG00000002588	14
ENSMUSG00000002602	910
ENSMUSG00000002603	169
ENSMUSG00000002608	665
ENSMUSG00000002617	72
ENSMUSG00000002625	629
ENSMUSG00000002633	2
ENSMUSG00000002635	183
ENSMUSG00000002658	294
ENSMUSG00000002660	254
ENSMUSG00000002661	140
ENSMUSG00000002664	0
ENSMUSG00000002668	11
ENSMUSG00000002679	112
ENSMUSG00000002688	54
ENSMUSG00000002699	18
ENSMUSG00000002718	1774
ENSMUSG00000002728	508
ENSMUSG00000002731	49
ENSMUSG00000002732	79
ENSMUSG00000002733	220
ENSMUSG00000002741	656
ENSMUSG00000002748	1742
ENSMUSG00000002763	232
ENSMUSG00000002767	845
ENSMUSG00000002768	255
ENSMUSG00000002769	4
ENSMUSG00000002771	5
ENSMUSG00000002778	706
ENSMUSG00000002781	744
ENSMUSG00000002791	1
ENSMUSG00000002797	63
ENSMUSG00000002799	670
ENSMUSG00000002803	295
ENSMUSG00000002804	40
ENSMUSG00000002808	2694
ENSMUSG00000002812	1994
ENSMUSG00000002814	102
ENSMUSG00000002820	584
ENSMUSG00000002825	44
ENSMUSG00000002831	4826
ENSMUSG00000002833	531
ENSMUSG00000002835	29
ENSMUSG00000002844	357
ENSMUSG00000002845	113
ENSMUSG00000002846	498
ENSMUSG00000002847	68
ENSMUSG00000002870	124
ENSMUSG00000002871	214
ENSMUSG00000002881	383
ENSMUSG00000002885	656
ENSMUSG00000002897	45
ENSMUSG00000002900	798
ENSMUSG00000002908	247
ENSMUSG00000002910	105
ENSMUSG00000002930	0
ENSMUSG00000002944	5112
ENSMUSG00000002948	877
ENSMUSG00000002949	1018
ENSMUSG00000002957	1554
ENSMUSG00000002963	286
ENSMUSG00000002968	900
ENSMUSG00000002980	574
ENSMUSG00000002981	1044
ENSMUSG00000002983	123
ENSMUSG00000002984	406
ENSMUSG00000002985	1261
ENSMUSG00000002992	0
ENSMUSG00000002996	841
ENSMUSG00000002997	175
ENSMUSG00000003031	969
ENSMUSG00000003032	315
ENSMUSG00000003033	351
ENSMUSG00000003037	242
ENSMUSG00000003038	36
ENSMUSG00000003039	316
ENSMUSG00000003051	6
ENSMUSG00000003053	0
ENSMUSG00000003062	64
ENSMUSG00000003068	1954
ENSMUSG00000003070	15
ENSMUSG00000003072	3625
ENSMUSG00000003099	820
ENSMUSG00000003119	431
ENSMUSG00000003123	585
ENSMUSG00000003131	472
ENSMUSG00000003134	252
ENSMUSG00000003135	570
ENSMUSG00000003153	45
ENSMUSG00000003154	807
ENSMUSG00000003161	267
ENSMUSG00000003166	370
ENSMUSG00000003184	223
ENSMUSG00000003190	84
ENSMUSG00000003198	59
ENSMUSG00000003199	492
ENSMUSG00000003200	196
ENSMUSG00000003206	9
ENSMUSG00000003208	73
ENSMUSG00000003226	2712
ENSMUSG00000003227	4
ENSMUSG00000003228	208
ENSMUSG00000003233	737
ENSMUSG00000003234	848
ENSMUSG00000003235	885
ENSMUSG00000003269	234
ENSMUSG00000003271	2
ENSMUSG00000003273	49
ENSMUSG00000003279	17
ENSMUSG00000003282	18
ENSMUSG00000003283	8
ENSMUSG00000003299	501
ENSMUSG00000003308	915
ENSMUSG00000003309	0
ENSMUSG00000003316	1814
ENSMUSG00000003341	0
ENSMUSG00000003344	559
ENSMUSG00000003345	1590
ENSMUSG00000003346	550
ENSMUSG00000003348	95
ENSMUSG00000003352	46
ENSMUSG00000003354	1
ENSMUSG00000003355	9
ENSMUSG00000003360	1473
ENSMUSG00000003363	251
ENSMUSG00000003378	56
ENSMUSG00000003379	0
ENSMUSG00000003380	617
ENSMUSG00000003382	340
ENSMUSG00000003402	335
ENSMUSG00000003410	0
ENSMUSG00000003411	4
ENSMUSG00000003418	76
ENSMUSG00000003420	746
ENSMUSG00000003421	337
ENSMUSG00000003423	304
ENSMUSG00000003429	1505
ENSMUSG00000003435	1458
ENSMUSG00000003436	0
ENSMUSG00000003437	434
ENSMUSG00000003438	357
ENSMUSG00000003444	142
ENSMUSG00000003452	18
ENSMUSG00000003458	495
ENSMUSG00000003464	1531
ENSMUSG00000003469	4
ENSMUSG00000003476	632
ENSMUSG00000003477	30
ENSMUSG00000003484	2
ENSMUSG00000003500	286
ENSMUSG00000003505	0
ENSMUSG00000003518	2873
ENSMUSG00000003526	60
ENSMUSG00000003527	125
ENSMUSG00000003528	160
ENSMUSG00000003531	245
ENSMUSG00000003534	510
ENSMUSG00000003541	79
ENSMUSG00000003545	12
ENSMUSG00000003546	203
ENSMUSG00000003549	176
ENSMUSG00000003555	1
ENSMUSG00000003559	223
ENSMUSG00000003573	85
ENSMUSG00000003575	291
ENSMUSG00000003581	65
ENSMUSG00000003585	10
ENSMUSG00000003604	212
ENSMUSG00000003617	382
ENSMUSG00000003623	867
ENSMUSG00000003644	128
ENSMUSG00000003657	0
ENSMUSG00000003660	1670
ENSMUSG00000003662	601
ENSMUSG00000003665	6
ENSMUSG00000003680	59
ENSMUSG00000003721	1044
ENSMUSG00000003731	2603
ENSMUSG00000003746	432
ENSMUSG00000003752	71
ENSMUSG00000003762	52
ENSMUSG00000003778	382
ENSMUSG00000003779	9
ENSMUSG00000003808	358
ENSMUSG00000003809	556
ENSMUSG00000003810	2282
ENSMUSG00000003812	103
ENSMUSG00000003813	1737
ENSMUSG00000003814	3120
ENSMUSG00000003824	7
ENSMUSG00000003847	1386
ENSMUSG00000003848	257
ENSMUSG00000003849	152
ENSMUSG00000003863	1
ENSMUSG00000003865	7997
ENSMUSG00000003868	354
ENSMUSG00000003872	1
ENSMUSG00000003873	89
ENSMUSG00000003882	2
ENSMUSG00000003923	832
ENSMUSG00000003929	142
ENSMUSG00000003934	17
ENSMUSG00000003948	553
ENSMUSG00000003949	261
ENSMUSG00000003955	506
ENSMUSG00000003970	2872
ENSMUSG00000003974	0
ENSMUSG00000003992	245
ENSMUSG00000004018	59
ENSMUSG00000004031	8
ENSMUSG00000004032	594
ENSMUSG00000004035	34
ENSMUSG00000004038	1
ENSMUSG00000004040	1828
ENSMUSG00000004043	287
ENSMUSG00000004044	4369
ENSMUSG00000004054	299
ENSMUSG00000004056	2616
ENSMUSG00000004069	1905
ENSMUSG00000004070	374
ENSMUSG00000004071	1527
ENSMUSG00000004085	13857
ENSMUSG00000004096	1006
ENSMUSG00000004098	1250
ENSMUSG00000004099	265
ENSMUSG00000004100	115
ENSMUSG00000004105	1606
ENSMUSG00000004110	2
ENSMUSG00000004113	1
ENSMUSG00000004127	37
ENSMUSG00000004151	123
ENSMUSG00000004187	53
ENSMUSG00000004207	10924
ENSMUSG00000004221	544
ENSMUSG00000004231	0
ENSMUSG00000004233	111
ENSMUSG00000004263	102
ENSMUSG00000004264	1040
ENSMUSG00000004266	27
ENSMUSG00000004267	32
ENSMUSG00000004268	640
ENSMUSG00000004270	227
ENSMUSG00000004285	408
ENSMUSG00000004296	0
ENSMUSG00000004317	105
ENSMUSG00000004319	1399
ENSMUSG00000004328	9
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	35
ENSMUSG00000004356	403
ENSMUSG00000004359	0
ENSMUSG00000004360	867
ENSMUSG00000004364	7256
ENSMUSG00000004366	0
ENSMUSG00000004371	6
ENSMUSG00000004383	575
ENSMUSG00000004393	270
ENSMUSG00000004394	897
ENSMUSG00000004415	24
ENSMUSG00000004446	10
ENSMUSG00000004451	195
ENSMUSG00000004455	1121
ENSMUSG00000004460	640
ENSMUSG00000004462	144
ENSMUSG00000004473	61
ENSMUSG00000004500	91
ENSMUSG00000004508	141
ENSMUSG00000004530	277
ENSMUSG00000004535	1921
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	0
ENSMUSG00000004558	20592
ENSMUSG00000004561	105
ENSMUSG00000004562	296
ENSMUSG00000004565	196
ENSMUSG00000004567	351
ENSMUSG00000004568	259
ENSMUSG00000004591	1872
ENSMUSG00000004609	34
ENSMUSG00000004610	384
ENSMUSG00000004612	0
ENSMUSG00000004626	30
ENSMUSG00000004630	0
ENSMUSG00000004631	144
ENSMUSG00000004633	28
ENSMUSG00000004637	211
ENSMUSG00000004642	141
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	4410
ENSMUSG00000004661	62
ENSMUSG00000004665	186
ENSMUSG00000004667	340
ENSMUSG00000004668	0
ENSMUSG00000004677	300
ENSMUSG00000004698	141
ENSMUSG00000004707	2
ENSMUSG00000004709	5
ENSMUSG00000004730	51
ENSMUSG00000004748	573
ENSMUSG00000004768	138
ENSMUSG00000004771	1001
ENSMUSG00000004788	415
ENSMUSG00000004789	5105
ENSMUSG00000004791	14
ENSMUSG00000004798	3531
ENSMUSG00000004814	52
ENSMUSG00000004815	70
ENSMUSG00000004821	0
ENSMUSG00000004837	62
ENSMUSG00000004842	0
ENSMUSG00000004843	606
ENSMUSG00000004846	407
ENSMUSG00000004849	229
ENSMUSG00000004864	3
ENSMUSG00000004865	482
ENSMUSG00000004872	5
ENSMUSG00000004880	491
ENSMUSG00000004885	0
ENSMUSG00000004891	1168
ENSMUSG00000004892	0
ENSMUSG00000004894	1
ENSMUSG00000004895	646
ENSMUSG00000004896	143
ENSMUSG00000004897	4008
ENSMUSG00000004902	2
ENSMUSG00000004929	351
ENSMUSG00000004931	913
ENSMUSG00000004933	2
ENSMUSG00000004934	234
ENSMUSG00000004936	1140
ENSMUSG00000004937	1153
ENSMUSG00000004939	768
ENSMUSG00000004945	1161
ENSMUSG00000004947	122
ENSMUSG00000004948	0
ENSMUSG00000004951	580
ENSMUSG00000004952	838
ENSMUSG00000004961	0
ENSMUSG00000004980	7867
ENSMUSG00000004988	3
ENSMUSG00000004994	113
ENSMUSG00000004996	175
ENSMUSG00000005034	1254
ENSMUSG00000005043	129
ENSMUSG00000005045	10
ENSMUSG00000005054	66
ENSMUSG00000005057	60
ENSMUSG00000005069	462
ENSMUSG00000005078	158
ENSMUSG00000005087	263
ENSMUSG00000005089	2
ENSMUSG00000005102	133
ENSMUSG00000005103	1179
ENSMUSG00000005107	11
ENSMUSG00000005124	50
ENSMUSG00000005125	451
ENSMUSG00000005131	2
ENSMUSG00000005142	211
ENSMUSG00000005148	177
ENSMUSG00000005150	147
ENSMUSG00000005161	1497
ENSMUSG00000005198	2009
ENSMUSG00000005202	0
ENSMUSG00000005204	372
ENSMUSG00000005220	10
ENSMUSG00000005225	119
ENSMUSG00000005232	0
ENSMUSG00000005233	4
ENSMUSG00000005237	8
ENSMUSG00000005251	0
ENSMUSG00000005262	783
ENSMUSG00000005267	33
ENSMUSG00000005268	39
ENSMUSG00000005299	1261
ENSMUSG00000005312	1585
ENSMUSG00000005320	57
ENSMUSG00000005338	316
ENSMUSG00000005339	0
ENSMUSG00000005354	1739
ENSMUSG00000005355	0
ENSMUSG00000005357	2
ENSMUSG00000005360	164
ENSMUSG00000005362	593
ENSMUSG00000005364	0
ENSMUSG00000005370	143
ENSMUSG00000005371	1143
ENSMUSG00000005373	1773
ENSMUSG00000005374	245
ENSMUSG00000005378	255
ENSMUSG00000005397	2551
ENSMUSG00000005410	20
ENSMUSG00000005413	86
ENSMUSG00000005417	2971
ENSMUSG00000005442	732
ENSMUSG00000005447	6
ENSMUSG00000005465	22
ENSMUSG00000005469	2598
ENSMUSG00000005470	9
ENSMUSG00000005474	36
ENSMUSG00000005481	195
ENSMUSG00000005483	148
ENSMUSG00000005493	0
ENSMUSG00000005501	402
ENSMUSG00000005503	0
ENSMUSG00000005505	118
ENSMUSG00000005506	2329
ENSMUSG00000005510	2572
ENSMUSG00000005514	410
ENSMUSG00000005533	777
ENSMUSG00000005534	2546
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	754
ENSMUSG00000005575	1200
ENSMUSG00000005580	799
ENSMUSG00000005583	20070
ENSMUSG00000005609	572
ENSMUSG00000005610	19968
ENSMUSG00000005611	142
ENSMUSG00000005615	2539
ENSMUSG00000005621	446
ENSMUSG00000005625	1896
ENSMUSG00000005628	5511
ENSMUSG00000005640	4
ENSMUSG00000005649	0
ENSMUSG00000005656	448
ENSMUSG00000005667	87
ENSMUSG00000005672	69
ENSMUSG00000005674	189
ENSMUSG00000005677	7
ENSMUSG00000005681	0
ENSMUSG00000005682	227
ENSMUSG00000005683	14635
ENSMUSG00000005686	421
ENSMUSG00000005687	635
ENSMUSG00000005696	0
ENSMUSG00000005698	1052
ENSMUSG00000005699	53
ENSMUSG00000005705	1
ENSMUSG00000005716	129187
ENSMUSG00000005718	113
ENSMUSG00000005732	195
ENSMUSG00000005763	19
ENSMUSG00000005774	187
ENSMUSG00000005779	1351
ENSMUSG00000005800	2
ENSMUSG00000005802	752
ENSMUSG00000005803	594
ENSMUSG00000005804	559
ENSMUSG00000005813	1035
ENSMUSG00000005823	363
ENSMUSG00000005824	0
ENSMUSG00000005836	24
ENSMUSG00000005846	989
ENSMUSG00000005864	0
ENSMUSG00000005871	1582
ENSMUSG00000005873	2397
ENSMUSG00000005881	480
ENSMUSG00000005882	716
ENSMUSG00000005883	1
ENSMUSG00000005886	919
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	621
ENSMUSG00000005897	194
ENSMUSG00000005899	261
ENSMUSG00000005907	162
ENSMUSG00000005917	0
ENSMUSG00000005936	767
ENSMUSG00000005947	0
ENSMUSG00000005949	121
ENSMUSG00000005950	159
ENSMUSG00000005951	8
ENSMUSG00000005952	4
ENSMUSG00000005958	43
ENSMUSG00000005968	5
ENSMUSG00000005973	232
ENSMUSG00000005980	40
ENSMUSG00000005981	1959
ENSMUSG00000005982	368
ENSMUSG00000005983	12
ENSMUSG00000005986	13
ENSMUSG00000005994	4
ENSMUSG00000006005	4029
ENSMUSG00000006007	2
ENSMUSG00000006010	650
ENSMUSG00000006014	179
ENSMUSG00000006019	126
ENSMUSG00000006021	126
ENSMUSG00000006024	1531
ENSMUSG00000006050	386
ENSMUSG00000006056	0
ENSMUSG00000006057	1967
ENSMUSG00000006058	210
ENSMUSG00000006095	220
ENSMUSG00000006127	549
ENSMUSG00000006134	972
ENSMUSG00000006143	0
ENSMUSG00000006154	4
ENSMUSG00000006169	1073
ENSMUSG00000006179	0
ENSMUSG00000006191	452
ENSMUSG00000006200	0
ENSMUSG00000006204	2
ENSMUSG00000006205	452
ENSMUSG00000006215	457
ENSMUSG00000006216	1
ENSMUSG00000006218	9
ENSMUSG00000006219	46
ENSMUSG00000006221	5673
ENSMUSG00000006235	4
ENSMUSG00000006241	27
ENSMUSG00000006262	1534
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	966
ENSMUSG00000006276	536
ENSMUSG00000006281	445
ENSMUSG00000006288	97
ENSMUSG00000006289	505
ENSMUSG00000006299	1030
ENSMUSG00000006301	716
ENSMUSG00000006304	1020
ENSMUSG00000006307	607
ENSMUSG00000006310	8
ENSMUSG00000006311	0
ENSMUSG00000006313	14
ENSMUSG00000006315	881
ENSMUSG00000006333	2817
ENSMUSG00000006335	114
ENSMUSG00000006342	51
ENSMUSG00000006344	102
ENSMUSG00000006345	0
ENSMUSG00000006356	484
ENSMUSG00000006360	255
ENSMUSG00000006362	725
ENSMUSG00000006369	207
